Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,PromotionStagnation,RoleStagnation,IncomePerLevel,SatisfactionIndex,JobHopRate,Attrition
50,316,8,4,4,1,54,3,2,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,0.4,1937.5,3.25,1.4,0
44,1448,28,3,4,0,53,4,4,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.8461538461538461,0.4583333333333333,2664.0,3.5,0.125,0
33,827,29,4,1,0,54,2,3,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.21428571428571427,0.4666666666666667,1502.6666666666667,2.25,0.06666666666666667,1
50,1452,11,3,3,0,53,3,2,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6666666666666666,0.18181818181818182,3321.0,2.5,0.13636363636363635,0
19,602,1,1,3,0,100,1,1,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,1162.5,2.25,0.0,1
42,319,24,3,4,1,56,3,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.45454545454545453,0.8181818181818182,1851.5,2.75,0.09090909090909091,0
38,1245,14,3,3,1,80,3,2,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7,0.7272727272727273,3308.0,3.0,0.0,0
50,854,1,4,4,0,68,3,4,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,3252.8333333333335,3.25,0.09090909090909091,0
23,650,9,1,2,1,37,3,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.5,1250.0,2.75,0.16666666666666666,0
29,1176,3,2,2,0,62,3,3,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.14285714285714285,0.0,1853.6666666666667,2.0,0.14285714285714285,0
31,1154,2,2,1,1,54,3,3,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3333333333333333,0.5,1533.5,2.5,0.0,0
33,924,2,3,3,1,78,3,4,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.125,1248.0,3.5,0.5,0
29,574,20,1,4,1,40,3,4,3812,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.6666666666666666,1906.0,3.5,0.08333333333333333,0
29,469,10,3,3,1,42,2,3,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.2222222222222222,1956.3333333333333,3.0,1.0,0
45,1316,29,3,3,1,83,3,4,3452,9752,5,0,13,3,2,0,9,2,2,6,5,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.5,1726.0,2.75,0.5,0
45,252,1,3,3,1,70,4,4,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.04,0.0,3200.3333333333335,3.25,0.0,0
36,1302,6,4,1,1,80,4,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.2,1854.0,2.25,0.3,0
37,1115,1,4,1,1,51,2,3,5993,2689,1,0,18,3,3,1,7,2,4,7,5,0,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.625,1997.6666666666667,2.75,0.125,0
32,1259,2,4,4,1,95,3,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,696.5,2.5,0.5,1
24,381,9,3,2,1,89,3,1,3172,16998,2,1,11,3,3,0,4,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1586.0,2.0,0.4,1
28,1117,8,2,4,0,66,3,4,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.5,1655.0,3.75,0.16666666666666666,0
34,967,16,4,4,1,85,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.5,0.3333333333333333,1153.5,2.5,0.16666666666666666,1
29,598,9,3,3,1,91,4,3,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1225.5,2.25,1.0,0
45,788,24,4,2,1,36,3,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.42857142857142855,1088.5,2.0,0.14285714285714285,0
30,879,9,2,3,0,72,3,3,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.1111111111111111,0.36363636363636365,1565.0,3.0,0.6363636363636364,0
24,813,1,3,2,1,61,3,4,2293,3020,2,1,16,3,1,1,6,2,2,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.6666666666666666,0.0,1146.5,2.25,0.2857142857142857,1
31,408,9,4,3,1,42,2,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6666666666666666,0.5,1328.5,3.0,0.0,0
54,1147,3,3,4,0,52,3,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.11764705882352941,1980.0,3.0,0.11764705882352941,0
37,228,6,4,3,1,98,3,4,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.5,2167.3333333333335,3.25,0.5,0
35,464,4,2,3,1,75,3,4,1951,10910,1,0,12,3,3,1,1,3,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,975.5,3.25,0.5,0
60,370,1,4,3,1,92,1,4,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2720.75,3.5,0.15,0
36,917,6,4,3,1,60,1,3,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,0.875,1370.5,3.0,0.125,0
39,722,24,1,2,0,60,2,4,12031,8828,0,0,11,3,1,1,21,2,2,20,9,9,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.42857142857142855,0.4090909090909091,2406.2,2.25,0.0,0
29,153,15,2,4,0,49,2,3,4193,12682,0,1,12,3,4,0,10,3,3,9,5,0,8,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.45454545454545453,1397.6666666666667,3.5,0.0,0
27,1115,3,4,1,1,54,2,4,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.3333333333333333,1022.5,3.0,0.0,0
38,770,10,4,3,1,73,2,3,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2222222222222222,0.7,2185.0,2.75,0.0,0
42,458,26,5,1,0,60,3,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,3297.75,2.0,0.14285714285714285,0
59,1324,3,3,3,0,81,4,1,2670,9964,4,1,20,4,1,3,12,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1335.0,1.75,0.3076923076923077,0
42,469,2,2,4,1,35,3,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5652173913043478,0.25,3533.0,3.0,0.0,0
26,1330,21,3,1,1,37,3,3,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.5,1188.5,2.25,0.5,1
41,483,6,3,4,1,95,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,0.4444444444444444,2010.6666666666667,3.25,0.6666666666666666,0
35,144,22,3,4,1,46,1,3,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6666666666666666,0.5714285714285714,2115.0,3.25,0.0,0
57,593,1,4,4,1,88,3,3,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.125,2251.6666666666665,3.25,0.125,0
31,1062,24,3,3,0,96,2,1,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.8181818181818182,2270.6666666666665,2.25,0.09090909090909091,0
59,1420,2,4,3,0,32,2,4,18844,21922,9,0,21,4,4,1,30,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5,0.06451612903225806,3140.6666666666665,3.5,0.2903225806451613,0
34,943,9,3,4,1,86,3,4,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6363636363636364,2125.0,3.5,0.0,0
40,905,19,2,3,1,99,3,4,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.375,0.125,913.6666666666666,3.5,0.5,0
34,618,3,1,1,1,45,3,4,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.25,2585.3333333333335,2.5,0.0,0
41,840,9,3,1,1,64,3,3,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.7272727272727273,3236.5,2.5,0.09090909090909091,0
35,1204,4,3,4,1,86,3,1,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.4444444444444444,0.7,2395.5,2.25,0.0,1
35,1315,22,3,2,0,71,4,2,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.75,0.6363636363636364,2999.0,2.0,0.6363636363636364,0
35,1219,18,3,3,0,86,3,3,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.16666666666666666,0.3333333333333333,1533.6666666666667,2.75,0.16666666666666666,0
25,675,5,2,2,1,85,4,1,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.42857142857142855,1333.3333333333333,2.5,0.14285714285714285,0
49,1495,5,4,1,1,96,3,3,6651,21534,2,0,14,3,2,1,20,0,2,3,2,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.09523809523809523,2217.0,2.0,0.09523809523809523,0
36,1266,10,4,2,0,63,2,3,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.09090909090909091,0.8181818181818182,1891.0,2.25,0.09090909090909091,0
26,471,24,3,3,1,66,1,4,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1170.0,2.5,0.5,1
58,682,10,4,4,1,37,3,3,13872,24409,0,0,13,3,3,0,38,1,2,37,10,1,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.02631578947368421,0.2564102564102564,2774.4,3.0,0.0,0
27,1242,20,3,4,0,90,3,3,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.875,3327.0,3.5,0.125,0
42,603,7,4,2,0,78,4,2,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,790.6666666666666,2.75,0.3157894736842105,0
29,1210,2,3,1,1,78,2,2,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,2214.6666666666665,2.0,0.18181818181818182,0
27,1055,2,4,1,0,47,3,4,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0.4,1409.0,2.5,0.0,0
42,1128,13,3,2,1,95,4,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1846.0,2.0,0.45454545454545453,0
30,413,7,1,4,1,57,3,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,0.4,1491.5,2.5,0.0,0
20,959,1,3,4,0,83,2,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1418.0,3.5,0.5,0
32,1005,2,2,4,1,79,3,4,3068,11864,0,0,13,3,3,0,8,2,2,7,7,3,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.375,0.7777777777777778,1534.0,3.25,0.0,0
21,251,10,2,1,0,45,2,3,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6666666666666666,0.6666666666666666,1312.5,2.0,0.3333333333333333,1
27,793,2,1,4,1,43,1,4,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.2222222222222222,1690.3333333333333,3.25,0.3333333333333333,0
18,1306,5,3,2,1,69,3,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,939.0,2.75,1.0,1
18,230,3,3,3,1,54,3,3,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,710.0,3.0,1.0,1
30,1334,4,2,3,0,63,2,2,5209,19760,1,1,12,3,2,3,11,4,2,11,8,2,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.16666666666666666,0.6666666666666666,1736.3333333333333,2.25,0.08333333333333333,0
41,548,9,4,3,1,94,3,1,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.5,1144.5,2.25,0.16666666666666666,0
28,1496,1,3,1,1,92,3,3,2909,15747,3,0,15,3,4,1,5,3,4,3,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.25,0.3333333333333333,1454.5,3.0,0.5,1
30,852,1,1,4,1,55,2,4,5126,15998,1,1,12,3,3,2,10,1,2,10,8,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.2727272727272727,0.7272727272727273,1708.6666666666667,3.25,0.09090909090909091,0
21,1334,10,3,3,0,36,2,1,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0.0,708.0,1.75,0.5,1
36,660,15,3,1,1,81,3,3,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1611.3333333333333,2.0,0.7,1
32,967,8,3,2,0,43,3,4,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3,0.8,2249.5,3.25,0.1,0
38,1391,10,1,3,1,66,3,3,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.25,1342.0,2.5,0.0,0
32,801,1,4,3,0,48,3,4,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3333333333333333,0.6666666666666666,2605.5,3.25,0.06666666666666667,0
27,1297,5,2,4,0,53,3,4,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.5714285714285714,1189.5,3.25,0.0,0
29,144,10,1,4,0,39,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.125,0.875,2756.0,2.5,0.125,0
29,1328,2,3,3,1,76,3,2,2703,4956,0,0,23,4,4,1,6,3,3,5,4,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.5714285714285714,1351.5,3.0,0.0,0
33,213,7,3,3,1,49,3,3,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.21428571428571427,0.6,2922.75,3.5,0.0,0
50,264,9,3,3,1,59,3,3,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,3221.8333333333335,3.0,0.14285714285714285,0
32,427,1,3,1,1,33,3,4,6162,10877,1,1,22,4,2,1,9,3,3,9,8,7,8,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.7,0.8,2054.0,2.5,0.1,0
36,1383,10,3,4,1,90,3,1,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.38461538461538464,0.5,2080.25,3.0,0.4375,0
36,1351,26,4,1,1,80,3,3,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.18181818181818182,1782.3333333333333,2.0,0.5454545454545454,0
38,322,7,2,1,0,44,4,1,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7777777777777778,0.0,1868.3333333333333,2.0,0.1111111111111111,0
55,267,13,4,1,1,85,4,3,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.15,0.28,2739.0,2.25,0.24,1
30,201,5,3,4,0,84,3,1,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0.2222222222222222,1602.0,3.0,0.5555555555555556,0
45,1195,2,2,1,1,65,2,4,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5238095238095238,0.34782608695652173,3358.4,3.0,0.391304347826087,0
37,1107,14,3,4,0,95,3,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.631578947368421,0.3684210526315789,1517.0,2.5,0.05263157894736842,0
51,1302,2,3,4,1,84,1,2,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.07142857142857142,1827.3333333333333,3.25,0.35714285714285715,0
30,1329,29,4,3,1,61,3,1,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.3333333333333333,1371.6666666666667,2.5,0.8888888888888888,0
29,121,27,3,2,0,35,3,4,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.09090909090909091,0.36363636363636365,1909.75,3.0,0.09090909090909091,1
32,499,2,1,3,1,36,3,2,4078,20497,0,1,13,3,1,3,4,3,2,3,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0.4,1359.3333333333333,2.0,0.0,0
39,835,19,4,4,1,41,3,4,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6666666666666666,0.25,1300.6666666666667,3.25,1.0,0
37,1439,4,1,3,1,54,3,3,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.14285714285714285,0.4444444444444444,1498.0,3.25,0.7777777777777778,0
36,188,7,4,2,1,65,3,4,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0.2222222222222222,2339.0,3.0,0.2222222222222222,0
38,1333,1,3,4,0,80,3,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.3125,0.75,3395.5,2.5,0.0625,0
48,1221,7,3,3,1,96,3,1,5486,24795,4,0,11,3,1,3,15,3,3,2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,0.125,1828.6666666666667,2.0,0.25,0
26,575,1,2,1,0,71,1,4,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,2182.0,2.25,0.5,0
33,931,14,3,4,0,72,3,2,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.1111111111111111,0.7777777777777778,1378.0,3.25,0.1111111111111111,0
57,334,24,2,3,1,83,4,4,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.23076923076923078,2359.75,2.5,0.23076923076923078,0
38,148,2,3,4,0,42,2,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.6,0.6,1220.0,2.75,0.2,0
42,1147,10,3,3,0,31,3,1,16799,16616,0,0,14,3,3,1,21,5,3,20,7,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.3181818181818182,3359.8,2.5,0.0,0
36,541,3,4,1,1,48,2,4,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.07142857142857142,0.5294117647058824,2424.75,2.25,0.23529411764705882,0
51,237,9,3,4,1,83,3,2,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.36666666666666664,0.3125,3307.8333333333335,2.25,0.125,0
45,1249,7,3,1,1,97,3,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.36,0.36,1302.5,1.5,0.04,0
40,1322,2,4,3,1,52,2,3,2809,2725,2,0,14,3,4,0,8,2,3,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6666666666666666,0.2222222222222222,1404.5,3.25,0.2222222222222222,0
43,1372,9,3,1,0,85,1,3,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0.375,1782.0,2.0,1.0,1
35,1142,23,4,3,0,30,3,1,4014,16002,3,1,15,3,3,1,4,3,3,2,2,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.6666666666666666,0.4,2007.0,2.5,0.6,0
26,583,4,2,3,1,53,3,4,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2222222222222222,0.5555555555555556,1437.5,2.75,0.1111111111111111,0
31,163,24,1,4,0,30,3,4,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,0.4,1746.0,3.5,0.2,0
